Number,Average_GPA,Instructor_Avg_GPA,College_ACES,College_Business,College_Education,College_Engineering,College_FAA,College_LAS,College_Languages,College_Media,College_Other
250,2.77,3.2,False,False,False,False,False,True,False,False,False
251,3.31,3.2,False,False,False,False,False,True,False,False,False
251,3.35,3.2,False,False,False,False,False,True,False,False,False
251,3.31,3.2,False,False,False,False,False,True,False,False,False
251,3.46,3.2,False,False,False,False,False,True,False,False,False
251,3.13,3.2,False,False,False,False,False,True,False,False,False
251,3.47,3.2,False,False,False,False,False,True,False,False,False
252,3.5,3.48,False,False,False,False,False,True,False,False,False
252,3.43,3.48,False,False,False,False,False,True,False,False,False
252,3.65,3.48,False,False,False,False,False,True,False,False,False
252,3.45,3.48,False,False,False,False,False,True,False,False,False
252,3.37,3.48,False,False,False,False,False,True,False,False,False
252,3.22,3.48,False,False,False,False,False,True,False,False,False
252,2.86,3.48,False,False,False,False,False,True,False,False,False
252,3.19,3.48,False,False,False,False,False,True,False,False,False
252,3.64,3.48,False,False,False,False,False,True,False,False,False
252,3.52,3.48,False,False,False,False,False,True,False,False,False
253,3.91,3.48,False,False,False,False,False,True,False,False,False
253,3.92,3.48,False,False,False,False,False,True,False,False,False
253,3.78,3.48,False,False,False,False,False,True,False,False,False
253,3.74,3.48,False,False,False,False,False,True,False,False,False
253,3.93,3.48,False,False,False,False,False,True,False,False,False
253,3.94,3.48,False,False,False,False,False,True,False,False,False
253,3.97,3.48,False,False,False,False,False,True,False,False,False
300,3.67,3.31,False,False,False,False,False,True,False,False,False
301,3.18,3.32,False,False,False,False,False,True,False,False,False
317,2.72,3.02,False,False,False,False,False,True,False,False,False
317,2.79,3.02,False,False,False,False,False,True,False,False,False
317,2.89,3.02,False,False,False,False,False,True,False,False,False
317,2.85,3.02,False,False,False,False,False,True,False,False,False
317,2.62,3.02,False,False,False,False,False,True,False,False,False
317,3.14,3.02,False,False,False,False,False,True,False,False,False
354,2.72,3.14,False,False,False,False,False,True,False,False,False
354,3.46,3.14,False,False,False,False,False,True,False,False,False
402,3.39,3.65,False,False,False,False,False,True,False,False,False
410,3.38,3.47,False,False,False,False,False,True,False,False,False
424,3.48,3.34,False,False,False,False,False,True,False,False,False
435,3.07,3.42,False,False,False,False,False,True,False,False,False
450,2.93,2.98,False,False,False,False,False,True,False,False,False
462,3.43,3.54,False,False,False,False,False,True,False,False,False
465,3.15,3.18,False,False,False,False,False,True,False,False,False
493,3.28,3.27,False,False,False,False,False,True,False,False,False
493,3.85,3.78,False,False,False,False,False,True,False,False,False
493,3.35,3.48,False,False,False,False,False,True,False,False,False
170,3.92,3.84,False,False,False,True,False,False,False,False,False
170,3.58,3.36,False,False,False,True,False,False,False,False,False
199,3.91,3.84,False,False,False,True,False,False,False,False,False
199,3.89,3.84,False,False,False,True,False,False,False,False,False
200,3.39,3.26,False,False,False,True,False,False,False,False,False
200,3.41,3.41,False,False,False,True,False,False,False,False,False
200,3.35,3.43,False,False,False,True,False,False,False,False,False
270,3.71,3.27,False,False,False,True,False,False,False,False,False
310,3.32,3.06,False,False,False,True,False,False,False,False,False
310,3.23,3.25,False,False,False,True,False,False,False,False,False
320,3.25,3.21,False,False,False,True,False,False,False,False,False
320,3.09,3.09,False,False,False,True,False,False,False,False,False
330,3.62,3.29,False,False,False,True,False,False,False,False,False
330,3.7,3.69,False,False,False,True,False,False,False,False,False
330,3.17,3.29,False,False,False,True,False,False,False,False,False
340,3.32,3.55,False,False,False,True,False,False,False,False,False
340,3.24,3.14,False,False,False,True,False,False,False,False,False
360,3.18,3.23,False,False,False,True,False,False,False,False,False
360,3.67,3.47,False,False,False,True,False,False,False,False,False
360,3.71,3.23,False,False,False,True,False,False,False,False,False
371,3.62,3.32,False,False,False,True,False,False,False,False,False
371,3.82,3.5,False,False,False,True,False,False,False,False,False
400,3.66,3.21,False,False,False,True,False,False,False,False,False
412,3.2,3.06,False,False,False,True,False,False,False,False,False
452,3.66,3.74,False,False,False,True,False,False,False,False,False
460,3.8,3.3,False,False,False,True,False,False,False,False,False
470,3.85,3.51,False,False,False,True,False,False,False,False,False
470,3.71,3.51,False,False,False,True,False,False,False,False,False
471,3.07,3.32,False,False,False,True,False,False,False,False,False
481,3.97,3.39,False,False,False,True,False,False,False,False,False
487,3.43,3.41,False,False,False,True,False,False,False,False,False
510,3.0,3.4,False,False,False,True,False,False,False,False,False
521,3.97,3.97,False,False,False,True,False,False,False,False,False
598,3.79,3.6,False,False,False,True,False,False,False,False,False
183,3.88,3.93,False,False,False,True,False,False,False,False,False
206,3.38,3.21,False,False,False,True,False,False,False,False,False
280,3.3,3.45,False,False,False,True,False,False,False,False,False
304,3.42,3.26,False,False,False,True,False,False,False,False,False
308,3.75,3.69,False,False,False,True,False,False,False,False,False
402,3.24,3.23,False,False,False,True,False,False,False,False,False
405,3.26,3.16,False,False,False,True,False,False,False,False,False
441,3.71,3.69,False,False,False,True,False,False,False,False,False
456,3.25,3.12,False,False,False,True,False,False,False,False,False
458,3.62,3.48,False,False,False,True,False,False,False,False,False
474,3.84,3.7,False,False,False,True,False,False,False,False,False
495,3.47,3.45,False,False,False,True,False,False,False,False,False
498,3.88,3.89,False,False,False,True,False,False,False,False,False
598,3.92,3.49,False,False,False,True,False,False,False,False,False
110,3.65,3.77,False,False,False,False,True,False,False,False,False
132,3.61,3.52,False,False,False,False,True,False,False,False,False
133,3.84,3.82,False,False,False,False,True,False,False,False,False
202,2.96,3.4,False,False,False,False,True,False,False,False,False
209,3.4,3.4,False,False,False,False,True,False,False,False,False
240,3.62,3.66,False,False,False,False,True,False,False,False,False
314,3.44,3.55,False,False,False,False,True,False,False,False,False
434,3.26,3.52,False,False,False,False,True,False,False,False,False
527,3.96,3.8,False,False,False,False,True,False,False,False,False
462,3.94,3.94,False,False,False,False,True,False,False,False,False
464,3.93,3.8,False,False,False,False,True,False,False,False,False
465,3.98,3.92,False,False,False,False,True,False,False,False,False
468,3.88,3.89,False,False,False,False,True,False,False,False,False
484,3.95,3.93,False,False,False,False,True,False,False,False,False
484,3.98,3.98,False,False,False,False,True,False,False,False,False
488,3.93,3.94,False,False,False,False,True,False,False,False,False
250,3.76,3.56,False,False,False,False,False,False,False,False,True
101,3.22,3.32,False,False,False,True,False,False,False,False,False
199,3.97,3.27,False,False,False,True,False,False,False,False,False
247,3.46,3.44,False,False,False,True,False,False,False,False,False
349,2.97,2.83,False,False,False,True,False,False,False,False,False
402,3.49,3.62,False,False,False,True,False,False,False,False,False
421,2.87,3.16,False,False,False,True,False,False,False,False,False
429,3.47,3.22,False,False,False,True,False,False,False,False,False
441,3.53,3.57,False,False,False,True,False,False,False,False,False
442,3.19,3.42,False,False,False,True,False,False,False,False,False
455,2.88,3.17,False,False,False,True,False,False,False,False,False
470,3.56,3.61,False,False,False,True,False,False,False,False,False
475,3.22,3.22,False,False,False,True,False,False,False,False,False
480,3.54,3.53,False,False,False,True,False,False,False,False,False
521,3.72,3.79,False,False,False,True,False,False,False,False,False
100,3.46,3.39,True,False,False,False,False,False,False,False,False
101,3.63,3.64,True,False,False,False,False,False,False,False,False
105,3.36,3.1,True,False,False,False,False,False,False,False,False
201,2.76,2.81,True,False,False,False,False,False,False,False,False
287,3.35,3.41,True,False,False,False,False,False,False,False,False
325,3.78,3.7,True,False,False,False,False,False,False,False,False
340,3.7,3.7,True,False,False,False,False,False,False,False,False
362,3.72,3.5,True,False,False,False,False,False,False,False,False
407,3.34,3.32,True,False,False,False,False,False,False,False,False
420,3.52,3.21,True,False,False,False,False,False,False,False,False
421,3.7,3.3,True,False,False,False,False,False,False,False,False
455,3.25,3.64,True,False,False,False,False,False,False,False,False
456,3.28,3.21,True,False,False,False,False,False,False,False,False
475,3.36,3.32,True,False,False,False,False,False,False,False,False
480,3.8,3.8,True,False,False,False,False,False,False,False,False
485,3.56,3.5,True,False,False,False,False,False,False,False,False
488,2.93,2.82,True,False,False,False,False,False,False,False,False
101,3.38,3.58,False,False,False,False,False,True,False,False,False
103,2.88,3.31,False,False,False,False,False,True,False,False,False
106,3.73,3.64,False,False,False,False,False,True,False,False,False
203,3.01,3.27,False,False,False,False,False,True,False,False,False
206,2.97,3.04,False,False,False,False,False,True,False,False,False
222,3.3,2.79,False,False,False,False,False,True,False,False,False
223,3.5,3.31,False,False,False,False,False,True,False,False,False
380,3.78,3.2,False,False,False,False,False,True,False,False,False
411,2.72,2.63,False,False,False,False,False,True,False,False,False
421,3.34,3.27,False,False,False,False,False,True,False,False,False
424,3.0,2.93,False,False,False,False,False,True,False,False,False
430,2.99,2.63,False,False,False,False,False,True,False,False,False
443,3.6,3.54,False,False,False,False,False,True,False,False,False
101,3.28,3.24,False,False,False,False,False,True,False,False,False
101,3.28,3.24,False,False,False,False,False,True,False,False,False
102,3.15,3.07,False,False,False,False,False,True,False,False,False
102,2.99,3.07,False,False,False,False,False,True,False,False,False
211,3.02,2.96,False,False,False,False,False,True,False,False,False
211,3.01,2.96,False,False,False,False,False,True,False,False,False
211,2.88,2.95,False,False,False,False,False,True,False,False,False
211,2.93,2.95,False,False,False,False,False,True,False,False,False
212,3.15,2.85,False,False,False,False,False,True,False,False,False
212,2.9,2.85,False,False,False,False,False,True,False,False,False
212,2.93,3.32,False,False,False,False,False,True,False,False,False
213,3.51,3.32,False,False,False,False,False,True,False,False,False
213,3.47,3.32,False,False,False,False,False,True,False,False,False
213,3.43,3.32,False,False,False,False,False,True,False,False,False
214,3.58,3.32,False,False,False,False,False,True,False,False,False
214,3.42,3.32,False,False,False,False,False,True,False,False,False
214,3.52,3.1,False,False,False,False,False,True,False,False,False
221,3.76,3.76,False,False,False,False,False,True,False,False,False
225,3.14,3.13,False,False,False,False,False,True,False,False,False
325,3.19,3.15,False,False,False,False,False,True,False,False,False
326,3.41,3.17,False,False,False,False,False,True,False,False,False
370,3.21,3.0,False,False,False,False,False,True,False,False,False
402,3.48,3.26,False,False,False,False,False,True,False,False,False
403,3.86,3.42,False,False,False,False,False,True,False,False,False
427,3.48,3.21,False,False,False,False,False,True,False,False,False
435,3.2,3.0,False,False,False,False,False,True,False,False,False
436,3.4,3.3,False,False,False,False,False,True,False,False,False
446,3.46,3.1,False,False,False,False,False,True,False,False,False
460,3.43,3.43,False,False,False,False,False,True,False,False,False
470,2.85,3.21,False,False,False,False,False,True,False,False,False
486,3.22,3.17,False,False,False,False,False,True,False,False,False
487,3.27,3.2,False,False,False,False,False,True,False,False,False
496,3.64,3.82,False,False,False,False,False,True,False,False,False
498,3.83,3.21,False,False,False,False,False,True,False,False,False
560,3.85,3.47,False,False,False,False,False,True,False,False,False
581,3.54,3.46,False,False,False,False,False,True,False,False,False
200,3.9,3.77,False,False,False,False,False,False,False,False,True
115,3.77,3.72,False,False,False,False,False,False,False,False,True
150,3.79,3.79,False,False,False,False,False,False,False,False,True
100,3.49,3.44,False,False,False,False,False,False,False,False,True
101,3.86,3.39,False,False,False,False,False,False,False,False,True
199,3.3,3.05,False,False,False,False,False,False,False,False,True
199,3.72,3.48,False,False,False,False,False,False,False,False,True
199,3.65,3.48,False,False,False,False,False,False,False,False,True
201,3.68,3.5,False,False,False,False,False,False,False,False,True
201,3.2,3.42,False,False,False,False,False,False,False,False,True
201,3.03,3.03,False,False,False,False,False,False,False,False,True
220,3.71,3.12,False,False,False,False,False,False,False,False,True
224,3.05,3.0,False,False,False,False,False,False,False,False,True
225,3.3,3.0,False,False,False,False,False,False,False,False,True
230,3.76,3.55,False,False,False,False,False,False,False,False,True
230,3.32,3.17,False,False,False,False,False,False,False,False,True
270,3.73,3.41,False,False,False,False,False,False,False,False,True
280,3.33,3.48,False,False,False,False,False,False,False,False,True
282,3.55,3.32,False,False,False,False,False,False,False,False,True
283,3.29,3.31,False,False,False,False,False,False,False,False,True
302,3.67,3.59,False,False,False,False,False,False,False,False,True
316,3.93,3.84,False,False,False,False,False,False,False,False,True
320,3.61,3.23,False,False,False,False,False,False,False,False,True
322,3.24,3.09,False,False,False,False,False,False,False,False,True
370,3.5,3.41,False,False,False,False,False,False,False,False,True
386,2.69,2.83,False,False,False,False,False,False,False,False,True
398,3.73,3.36,False,False,False,False,False,False,False,False,True
100,3.56,3.14,False,False,False,False,False,True,False,False,False
100,3.61,3.14,False,False,False,False,False,True,False,False,False
100,3.57,3.14,False,False,False,False,False,True,False,False,False
100,3.82,3.14,False,False,False,False,False,True,False,False,False
100,3.45,3.14,False,False,False,False,False,True,False,False,False
100,3.61,3.14,False,False,False,False,False,True,False,False,False
100,3.65,3.14,False,False,False,False,False,True,False,False,False
100,3.59,3.14,False,False,False,False,False,True,False,False,False
100,3.55,3.14,False,False,False,False,False,True,False,False,False
100,3.5,3.14,False,False,False,False,False,True,False,False,False
100,3.53,3.14,False,False,False,False,False,True,False,False,False
100,3.77,3.14,False,False,False,False,False,True,False,False,False
100,3.83,3.14,False,False,False,False,False,True,False,False,False
100,3.71,3.14,False,False,False,False,False,True,False,False,False
100,3.75,3.14,False,False,False,False,False,True,False,False,False
100,3.62,3.14,False,False,False,False,False,True,False,False,False
201,3.33,3.28,False,False,False,False,False,True,False,False,False
201,2.86,2.9,False,False,False,False,False,True,False,False,False
201,3.02,3.02,False,False,False,False,False,True,False,False,False
201,2.99,3.21,False,False,False,False,False,True,False,False,False
201,3.06,3.21,False,False,False,False,False,True,False,False,False
201,3.23,3.28,False,False,False,False,False,True,False,False,False
210,2.7,2.68,False,False,False,False,False,True,False,False,False
216,2.9,3.41,False,False,False,False,False,True,False,False,False
224,3.19,3.04,False,False,False,False,False,True,False,False,False
230,3.32,3.47,False,False,False,False,False,True,False,False,False
230,3.65,3.47,False,False,False,False,False,True,False,False,False
235,2.9,2.9,False,False,False,False,False,True,False,False,False
235,3.27,3.06,False,False,False,False,False,True,False,False,False
238,3.83,3.53,False,False,False,False,False,True,False,False,False
238,3.72,3.53,False,False,False,False,False,True,False,False,False
238,3.66,3.53,False,False,False,False,False,True,False,False,False
238,3.22,3.41,False,False,False,False,False,True,False,False,False
238,3.09,3.41,False,False,False,False,False,True,False,False,False
238,2.96,3.23,False,False,False,False,False,True,False,False,False
238,2.62,3.23,False,False,False,False,False,True,False,False,False
239,3.76,3.76,False,False,False,False,False,True,False,False,False
245,3.56,3.56,False,False,False,False,False,True,False,False,False
250,3.15,3.12,False,False,False,False,False,True,False,False,False
302,3.29,3.14,False,False,False,False,False,True,False,False,False
318,3.66,3.14,False,False,False,False,False,True,False,False,False
328,3.87,3.84,False,False,False,False,False,True,False,False,False
331,3.07,3.07,False,False,False,False,False,True,False,False,False
333,3.09,3.12,False,False,False,False,False,True,False,False,False
336,3.73,3.71,False,False,False,False,False,True,False,False,False
339,3.8,3.31,False,False,False,False,False,True,False,False,False
341,3.91,3.71,False,False,False,False,False,True,False,False,False
353,2.79,2.79,False,False,False,False,False,True,False,False,False
363,3.4,2.99,False,False,False,False,False,True,False,False,False
379,3.04,3.22,False,False,False,False,False,True,False,False,False
402,3.72,3.46,False,False,False,False,False,True,False,False,False
404,3.31,3.55,False,False,False,False,False,True,False,False,False
445,3.4,3.36,False,False,False,False,False,True,False,False,False
450,3.66,3.22,False,False,False,False,False,True,False,False,False
455,3.24,3.59,False,False,False,False,False,True,False,False,False
462,3.12,3.55,False,False,False,False,False,True,False,False,False
465,3.39,3.58,False,False,False,False,False,True,False,False,False
468,3.69,3.69,False,False,False,False,False,True,False,False,False
489,3.64,3.11,False,False,False,False,False,True,False,False,False
496,3.68,3.31,False,False,False,False,False,True,False,False,False
507,3.89,3.82,False,False,False,False,False,True,False,False,False
330,3.8,3.74,False,False,False,False,False,False,False,False,True
109,3.83,3.28,False,False,False,False,False,False,False,False,True
110,3.68,3.72,False,False,False,False,False,False,False,False,True
110,3.9,3.72,False,False,False,False,False,False,False,False,True
110,3.79,3.72,False,False,False,False,False,False,False,False,True
110,3.9,3.74,False,False,False,False,False,False,False,False,True
110,3.94,3.59,False,False,False,False,False,False,False,False,True
110,3.61,3.74,False,False,False,False,False,False,False,False,True
110,3.71,3.74,False,False,False,False,False,False,False,False,True
110,3.58,3.8,False,False,False,False,False,False,False,False,True
110,3.75,3.59,False,False,False,False,False,False,False,False,True
110,3.66,3.35,False,False,False,False,False,False,False,False,True
110,3.73,3.35,False,False,False,False,False,False,False,False,True
110,3.83,3.59,False,False,False,False,False,False,False,False,True
110,3.58,3.64,False,False,False,False,False,False,False,False,True
110,3.78,3.64,False,False,False,False,False,False,False,False,True
110,3.81,3.8,False,False,False,False,False,False,False,False,True
110,3.62,3.8,False,False,False,False,False,False,False,False,True
110,3.77,3.64,False,False,False,False,False,False,False,False,True
110,3.86,3.35,False,False,False,False,False,False,False,False,True
120,2.99,3.32,False,False,False,False,False,False,False,False,True
208,3.89,3.89,False,False,False,False,False,False,False,False,True
214,3.74,3.79,False,False,False,False,False,False,False,False,True
287,3.02,3.08,False,False,False,False,False,False,False,False,True
495,3.31,3.16,False,False,False,False,False,False,False,False,True
233,3.53,3.76,False,False,False,False,False,False,False,False,True
233,3.17,3.48,False,False,False,False,False,False,False,False,True
100,3.11,3.32,False,False,False,False,False,False,False,False,True
101,3.76,3.42,False,False,False,False,False,False,False,False,True
120,3.34,3.34,False,False,False,False,False,False,False,False,True
130,3.39,3.27,False,False,False,False,False,False,False,False,True
199,3.29,3.42,False,False,False,False,False,False,False,False,True
199,3.74,3.27,False,False,False,False,False,False,False,False,True
199,3.85,3.27,False,False,False,False,False,False,False,False,True
200,3.47,3.42,False,False,False,False,False,False,False,False,True
200,3.37,3.42,False,False,False,False,False,False,False,False,True
205,3.54,3.27,False,False,False,False,False,False,False,False,True
210,3.67,3.57,False,False,False,False,False,False,False,False,True
230,3.31,3.24,False,False,False,False,False,False,False,False,True
240,3.57,3.26,False,False,False,False,False,False,False,False,True
242,3.71,3.31,False,False,False,False,False,False,False,False,True
242,3.3,3.31,False,False,False,False,False,False,False,False,True
255,3.33,3.31,False,False,False,False,False,False,False,False,True
255,2.63,3.31,False,False,False,False,False,False,False,False,True
260,3.6,3.31,False,False,False,False,False,False,False,False,True
301,3.46,3.11,False,False,False,False,False,False,False,False,True
316,3.32,3.32,False,False,False,False,False,False,False,False,True
325,3.46,3.37,False,False,False,False,False,False,False,False,True
335,3.61,3.62,False,False,False,False,False,False,False,False,True
335,3.26,3.62,False,False,False,False,False,False,False,False,True
340,3.82,3.73,False,False,False,False,False,False,False,False,True
350,3.91,3.9,False,False,False,False,False,False,False,False,True
354,2.64,3.04,False,False,False,False,False,False,False,False,True
370,3.69,3.57,False,False,False,False,False,False,False,False,True
407,3.5,3.29,False,False,False,False,False,False,False,False,True
410,3.53,3.29,False,False,False,False,False,False,False,False,True
429,3.12,3.12,False,False,False,False,False,False,False,False,True
430,3.43,3.41,False,False,False,False,False,False,False,False,True
440,2.95,3.2,False,False,False,False,False,False,False,False,True
465,3.55,3.57,False,False,False,False,False,False,False,False,True
480,3.6,3.18,False,False,False,False,False,False,False,False,True
122,3.24,3.58,False,False,False,False,False,False,True,False,False
504,3.62,3.68,False,False,False,False,False,False,False,False,True
505,3.81,3.72,False,False,False,False,False,False,False,False,True
506,3.59,3.27,False,False,False,False,False,False,False,False,True
252,3.73,3.71,False,False,False,False,False,False,False,False,True
101,3.56,3.46,False,False,False,True,False,False,False,False,False
101,3.56,3.46,False,False,False,True,False,False,False,False,False
101,3.39,3.36,False,False,False,True,False,False,False,False,False
261,3.51,3.73,False,False,False,True,False,False,False,False,False
311,2.69,3.13,False,False,False,True,False,False,False,False,False
312,3.23,3.13,False,False,False,True,False,False,False,False,False
400,3.52,3.58,False,False,False,True,False,False,False,False,False
411,3.63,3.39,False,False,False,True,False,False,False,False,False
413,3.54,3.31,False,False,False,True,False,False,False,False,False
422,3.71,3.7,False,False,False,True,False,False,False,False,False
423,3.84,3.68,False,False,False,True,False,False,False,False,False
424,3.32,3.55,False,False,False,True,False,False,False,False,False
494,3.71,3.73,False,False,False,True,False,False,False,False,False
495,3.88,3.73,False,False,False,True,False,False,False,False,False
120,3.73,3.63,False,False,False,False,False,False,False,False,True
121,3.32,3.54,False,False,False,False,False,False,False,False,True
121,3.67,3.54,False,False,False,False,False,False,False,False,True
121,3.83,3.54,False,False,False,False,False,False,False,False,True
170,3.83,3.78,False,False,False,False,False,False,False,False,True
200,3.72,3.8,False,False,False,False,False,False,False,False,True
200,3.67,3.8,False,False,False,False,False,False,False,False,True
221,3.34,3.31,False,False,False,False,False,False,False,False,True
221,3.64,3.54,False,False,False,False,False,False,False,False,True
222,3.92,3.54,False,False,False,False,False,False,False,False,True
240,3.63,3.58,False,False,False,False,False,False,False,False,True
271,3.84,3.66,False,False,False,False,False,False,False,False,True
271,3.72,3.66,False,False,False,False,False,False,False,False,True
271,3.67,3.66,False,False,False,False,False,False,False,False,True
301,3.68,3.59,False,False,False,False,False,False,False,False,True
321,3.51,3.31,False,False,False,False,False,False,False,False,True
321,3.24,3.31,False,False,False,False,False,False,False,False,True
321,3.35,3.31,False,False,False,False,False,False,False,False,True
352,3.56,3.56,False,False,False,False,False,False,False,False,True
380,3.75,3.75,False,False,False,False,False,False,False,False,True
385,3.71,3.73,False,False,False,False,False,False,False,False,True
427,3.42,3.66,False,False,False,False,False,False,False,False,True
473,3.95,3.95,False,False,False,False,False,False,False,False,True
475,3.84,3.86,False,False,False,False,False,False,False,False,True
481,3.73,3.58,False,False,False,False,False,False,False,False,True
482,3.59,3.58,False,False,False,False,False,False,False,False,True
532,3.87,3.85,False,False,False,False,False,False,False,False,True
533,3.96,3.9,False,False,False,False,False,False,False,False,True
534,3.89,3.66,False,False,False,False,False,False,False,False,True
574,3.91,3.77,False,False,False,False,False,False,False,False,True
578,3.83,3.81,False,False,False,False,False,False,False,False,True
110,3.93,3.78,False,False,False,False,False,False,False,False,True
100,3.56,3.38,False,False,False,False,False,True,False,False,False
100,3.64,3.57,False,False,False,False,False,True,False,False,False
100,3.46,3.45,False,False,False,False,False,True,False,False,False
100,3.57,3.45,False,False,False,False,False,True,False,False,False
100,3.77,3.51,False,False,False,False,False,True,False,False,False
100,3.62,3.64,False,False,False,False,False,True,False,False,False
100,3.58,3.58,False,False,False,False,False,True,False,False,False
100,3.62,3.64,False,False,False,False,False,True,False,False,False
100,3.63,3.64,False,False,False,False,False,True,False,False,False
100,3.53,3.57,False,False,False,False,False,True,False,False,False
100,3.71,3.45,False,False,False,False,False,True,False,False,False
100,3.79,3.58,False,False,False,False,False,True,False,False,False
100,3.92,3.57,False,False,False,False,False,True,False,False,False
101,3.84,3.38,False,False,False,False,False,True,False,False,False
160,3.12,3.25,False,False,False,False,False,True,False,False,False
161,3.7,3.28,False,False,False,False,False,True,False,False,False
200,3.76,3.7,False,False,False,False,False,True,False,False,False
200,3.48,3.26,False,False,False,False,False,True,False,False,False
230,3.44,3.38,False,False,False,False,False,True,False,False,False
274,3.2,3.5,False,False,False,False,False,True,False,False,False
275,3.74,3.55,False,False,False,False,False,True,False,False,False
280,3.46,3.5,False,False,False,False,False,True,False,False,False
310,3.76,3.69,False,False,False,False,False,True,False,False,False
375,3.89,3.55,False,False,False,False,False,True,False,False,False
380,3.4,3.4,False,False,False,False,False,True,False,False,False
396,3.37,3.57,False,False,False,False,False,True,False,False,False
400,3.75,3.74,False,False,False,False,False,True,False,False,False
479,3.6,3.57,False,False,False,False,False,True,False,False,False
496,3.1,3.25,False,False,False,False,False,True,False,False,False
200,3.09,3.14,False,False,False,False,False,False,False,False,True
200,3.22,3.14,False,False,False,False,False,False,False,False,True
240,3.51,3.37,False,False,False,False,False,False,False,False,True
297,3.98,3.88,False,False,False,False,False,False,False,False,True
297,3.72,3.72,False,False,False,False,False,False,False,False,True
300,3.69,3.55,False,False,False,False,False,False,False,False,True
300,3.55,3.55,False,False,False,False,False,False,False,False,True
321,3.9,3.92,False,False,False,False,False,False,False,False,True
360,3.91,3.78,False,False,False,False,False,False,False,False,True
380,3.85,3.79,False,False,False,False,False,False,False,False,True
410,3.9,3.88,False,False,False,False,False,False,False,False,True
455,3.89,3.83,False,False,False,False,False,False,False,False,True
503,3.7,3.83,False,False,False,False,False,False,False,False,True
509,3.85,3.82,False,False,False,False,False,False,False,False,True
509,3.89,3.82,False,False,False,False,False,False,False,False,True
514,3.76,3.76,False,False,False,False,False,False,False,False,True
514,3.83,3.76,False,False,False,False,False,False,False,False,True
532,3.75,3.88,False,False,False,False,False,False,False,False,True
552,3.83,3.81,False,False,False,False,False,False,False,False,True
552,3.82,3.86,False,False,False,False,False,False,False,False,True
552,3.85,3.86,False,False,False,False,False,False,False,False,True
552,3.76,3.7,False,False,False,False,False,False,False,False,True
553,3.78,3.78,False,False,False,False,False,False,False,False,True
102,2.97,2.97,False,False,False,False,False,False,True,False,False
232,3.92,3.83,False,False,False,False,False,False,True,False,False
248,3.73,3.64,False,False,False,False,False,False,True,False,False
252,3.65,3.62,False,False,False,False,False,False,True,False,False
117,3.91,3.76,False,False,True,False,False,False,False,False,False
117,3.91,3.76,False,False,True,False,False,False,False,False,False
322,3.87,3.83,False,False,True,False,False,False,False,False,False
426,3.9,3.87,False,False,True,False,False,False,False,False,False
514,3.97,3.76,False,False,True,False,False,False,False,False,False
100,3.24,3.48,False,False,False,False,False,True,False,False,False
100,3.23,3.39,False,False,False,False,False,True,False,False,False
100,3.1,3.39,False,False,False,False,False,True,False,False,False
107,3.49,3.31,False,False,False,False,False,True,False,False,False
200,3.55,3.48,False,False,False,False,False,True,False,False,False
200,2.92,2.92,False,False,False,False,False,True,False,False,False
207,3.53,3.49,False,False,False,False,False,True,False,False,False
207,3.73,3.57,False,False,False,False,False,True,False,False,False
212,3.59,3.52,False,False,False,False,False,True,False,False,False
212,3.58,3.54,False,False,False,False,False,True,False,False,False
385,3.56,3.65,False,False,False,False,False,True,False,False,False
400,3.53,3.6,False,False,False,False,False,True,False,False,False
400,3.53,3.6,False,False,False,False,False,True,False,False,False
400,3.49,3.49,False,False,False,False,False,True,False,False,False
400,3.51,3.49,False,False,False,False,False,True,False,False,False
408,2.93,3.3,False,False,False,False,False,True,False,False,False
410,3.68,3.6,False,False,False,False,False,True,False,False,False
410,3.14,3.18,False,False,False,False,False,True,False,False,False
410,3.36,3.18,False,False,False,False,False,True,False,False,False
410,3.68,3.6,False,False,False,False,False,True,False,False,False
420,3.5,3.49,False,False,False,False,False,True,False,False,False
424,3.25,3.31,False,False,False,False,False,True,False,False,False
425,3.33,3.49,False,False,False,False,False,True,False,False,False
425,3.37,3.46,False,False,False,False,False,True,False,False,False
425,3.57,3.46,False,False,False,False,False,True,False,False,False
426,3.57,3.48,False,False,False,False,False,True,False,False,False
426,3.56,3.48,False,False,False,False,False,True,False,False,False
426,3.16,3.31,False,False,False,False,False,True,False,False,False
427,3.94,3.81,False,False,False,False,False,True,False,False,False
428,3.89,3.7,False,False,False,False,False,True,False,False,False
429,3.31,3.3,False,False,False,False,False,True,False,False,False
430,3.46,3.56,False,False,False,False,False,True,False,False,False
431,3.68,3.56,False,False,False,False,False,True,False,False,False
432,3.47,3.54,False,False,False,False,False,True,False,False,False
432,3.55,3.54,False,False,False,False,False,True,False,False,False
433,3.71,3.18,False,False,False,False,False,True,False,False,False
437,3.67,3.57,False,False,False,False,False,True,False,False,False
440,3.85,3.65,False,False,False,False,False,True,False,False,False
443,3.5,3.41,False,False,False,False,False,True,False,False,False
447,3.54,3.56,False,False,False,False,False,True,False,False,False
448,3.36,3.41,False,False,False,False,False,True,False,False,False
448,3.43,3.49,False,False,False,False,False,True,False,False,False
510,3.28,3.31,False,False,False,False,False,True,False,False,False
541,3.32,3.62,False,False,False,False,False,True,False,False,False
542,3.91,3.81,False,False,False,False,False,True,False,False,False
546,3.77,3.7,False,False,False,False,False,True,False,False,False
210,3.52,3.2,False,False,False,True,False,False,False,False,False
