Subject,Number,Primary Instructor,Average_GPA,Instructor_Avg_GPA,College_ACES,College_Business,College_Education,College_Engineering,College_FAA,College_LAS,College_Languages,College_Media,College_Other
CHEM,530,DENMARK,3.46,3.44,False,False,False,False,False,True,False,False,False
CHEM,588,NUZZO,3.82,3.66,False,False,False,False,False,True,False,False,False
CHLH,100,O'DONNELL,3.62,3.62,False,False,False,False,False,False,False,False,True
CHLH,101,YARNOT,3.2,3.46,False,False,False,False,False,False,False,False,True
CHLH,101,BENSKEN,3.4,3.71,False,False,False,False,False,False,False,False,True
CHLH,101,FUJIMOTO,3.47,2.87,False,False,False,False,False,False,False,False,True
CHLH,125,HEINTZ,3.66,3.69,False,False,False,False,False,False,False,False,True
CHLH,200,GOBIN,3.45,3.5,False,False,False,False,False,False,False,False,True
CHLH,201,KLONOFF-COHEN,3.38,3.56,False,False,False,False,False,False,False,False,True
CHLH,206,OKE,3.53,3.53,False,False,False,False,False,False,False,False,True
CHLH,206,RINALDI-MILES,3.66,3.29,False,False,False,False,False,False,False,False,True
CHLH,206,RINALDI-MILES,3.13,3.29,False,False,False,False,False,False,False,False,True
CHLH,210,PELLUM,3.28,3.18,False,False,False,False,False,False,False,False,True
CHLH,243,KERSH,3.45,3.67,False,False,False,False,False,False,False,False,True
CHLH,243,KERSH,3.8,3.67,False,False,False,False,False,False,False,False,True
CHLH,250,RAJ,3.55,3.61,False,False,False,False,False,False,False,False,True
CHLH,250,MELESSE,3.86,3.6,False,False,False,False,False,False,False,False,True
CHLH,260,KLONOFF-COHEN,3.83,3.56,False,False,False,False,False,False,False,False,True
CHLH,260,MAMARIL,3.76,3.7,False,False,False,False,False,False,False,False,True
CHLH,274,DARFOUR-ODURO,3.08,3.33,False,False,False,False,False,False,False,False,True
CHLH,304,CLARKE,3.19,3.75,False,False,False,False,False,False,False,False,True
CHLH,304,DIFILIPPO,3.35,3.72,False,False,False,False,False,False,False,False,True
CHLH,380,CLARKE,3.69,3.75,False,False,False,False,False,False,False,False,True
CHLH,404,HERNANDEZ,3.71,3.39,False,False,False,False,False,False,False,False,True
CHLH,407,CHIU,3.88,3.72,False,False,False,False,False,False,False,False,True
CHLH,409,SCHWINGEL,3.32,3.55,False,False,False,False,False,False,False,False,True
CHLH,410,KAPLAN,3.47,3.52,False,False,False,False,False,False,False,False,True
CHLH,415,ALAM,2.82,3.19,False,False,False,False,False,False,False,False,True
CHLH,421,KANG,3.33,3.42,False,False,False,False,False,False,False,False,True
CHLH,455,MAMARIL,3.72,3.7,False,False,False,False,False,False,False,False,True
CHLH,457,HALE,3.48,3.68,False,False,False,False,False,False,False,False,True
CHLH,458,BECHERER,3.34,3.46,False,False,False,False,False,False,False,False,True
CHLH,494,HUNNIECUTT,3.52,3.52,False,False,False,False,False,False,False,False,True
CHLH,573,GEIGER,3.42,3.28,False,False,False,False,False,False,False,False,True
CHP,199,FITZJARRALD,3.75,3.82,False,False,False,False,False,False,False,False,True
CI,210,PAQUETTE,3.86,3.88,False,False,True,False,False,False,False,False,False
CI,401,JAMES,3.87,3.64,False,False,True,False,False,False,False,False,False
CI,401,POETZEL,3.89,3.83,False,False,True,False,False,False,False,False,False
CI,401,HALE,3.8,3.76,False,False,True,False,False,False,False,False,False
CI,404,GUTZMER,3.8,3.72,False,False,True,False,False,False,False,False,False
CI,404,MOERMOND,3.91,3.87,False,False,True,False,False,False,False,False,False
CI,407,DORNFELD TISSEN,3.85,3.91,False,False,True,False,False,False,False,False,False
CI,407,DEAN,3.91,3.73,False,False,True,False,False,False,False,False,False
CI,415,PUTRI,3.85,3.9,False,False,True,False,False,False,False,False,False
CI,415,GONZALEZ,3.59,3.78,False,False,True,False,False,False,False,False,False
CI,415,LOMAX,3.93,3.83,False,False,True,False,False,False,False,False,False
CI,431,POETZEL,3.8,3.83,False,False,True,False,False,False,False,False,False
CI,432,POETZEL,3.97,3.83,False,False,True,False,False,False,False,False,False
CI,432,POETZEL,3.88,3.83,False,False,True,False,False,False,False,False,False
CI,439,LINDGREN,3.67,3.85,False,False,True,False,False,False,False,False,False
CI,446,MARTINEZ NEGRET,3.9,3.82,False,False,True,False,False,False,False,False,False
CI,451,D'ANGELO,3.9,3.85,False,False,True,False,False,False,False,False,False
CI,451,DEAN,3.8,3.73,False,False,True,False,False,False,False,False,False
CI,473,FILKINS,3.97,3.93,False,False,True,False,False,False,False,False,False
CI,475,MACGREGOR,3.83,3.8,False,False,True,False,False,False,False,False,False
CI,475,MACGREGOR,3.81,3.8,False,False,True,False,False,False,False,False,False
CI,475,NAM,3.81,3.81,False,False,True,False,False,False,False,False,False
CI,475,SINHA,3.77,3.86,False,False,True,False,False,False,False,False,False
CI,477,NUNEZ CORTEZ,3.88,3.84,False,False,True,False,False,False,False,False,False
CLCV,102,FURNER,3.72,3.65,False,False,False,False,False,False,False,False,True
CLCV,111,SOLOMON,3.31,3.42,False,False,False,False,False,False,False,False,True
CLCV,114,SANDERS,2.93,2.85,False,False,False,False,False,False,False,False,True
CLCV,115,RAHAT,3.58,3.54,False,False,False,False,False,False,False,False,True
CLCV,115,FRANK,2.93,2.94,False,False,False,False,False,False,False,False,True
CLCV,115,RAHAT,3.28,3.54,False,False,False,False,False,False,False,False,True
CLCV,115,FENTON,3.62,3.6,False,False,False,False,False,False,False,False,True
CLCV,115,FURNER,3.58,3.65,False,False,False,False,False,False,False,False,True
CLCV,115,WHITE,3.67,3.55,False,False,False,False,False,False,False,False,True
CLCV,115,REDDING,3.31,3.7,False,False,False,False,False,False,False,False,True
CLCV,115,RAHAT,2.66,3.54,False,False,False,False,False,False,False,False,True
CLCV,115,FRANK,2.96,2.94,False,False,False,False,False,False,False,False,True
CLCV,115,WHITE,3.43,3.55,False,False,False,False,False,False,False,False,True
CLCV,115,KARNES,3.87,3.54,False,False,False,False,False,False,False,False,True
CLCV,115,REDDING,3.68,3.7,False,False,False,False,False,False,False,False,True
CLCV,115,REDDING,3.61,3.7,False,False,False,False,False,False,False,False,True
CLCV,115,KARNES,3.63,3.54,False,False,False,False,False,False,False,False,True
CLCV,116,WALTERS,3.6,3.36,False,False,False,False,False,False,False,False,True
CLCV,120,HADJIPOLYCARPOU,3.54,3.44,False,False,False,False,False,False,False,False,True
CLCV,133,KAUFMAN,3.91,3.68,False,False,False,False,False,False,False,False,True
CLCV,224,OLIVEIRA,3.77,3.79,False,False,False,False,False,False,False,False,True
CLCV,224,SMITH,3.66,3.67,False,False,False,False,False,False,False,False,True
CLCV,224,OLIVEIRA,3.69,3.79,False,False,False,False,False,False,False,False,True
CLCV,224,SCHEELE,3.88,3.59,False,False,False,False,False,False,False,False,True
CLCV,224,RUDMAN,3.73,3.72,False,False,False,False,False,False,False,False,True
CLCV,224,SCHEELE,3.97,3.59,False,False,False,False,False,False,False,False,True
CLCV,224,SCHEELE,3.97,3.59,False,False,False,False,False,False,False,False,True
CLCV,224,SCHEELE,3.92,3.59,False,False,False,False,False,False,False,False,True
CLCV,224,NEIS,3.86,3.85,False,False,False,False,False,False,False,False,True
CLCV,224,OLIVEIRA,3.88,3.79,False,False,False,False,False,False,False,False,True
CLCV,231,KAUFMAN,3.89,3.68,False,False,False,False,False,False,False,False,True
CLCV,250,LEON RUIZ,3.82,3.37,False,False,False,False,False,False,False,False,True
CLCV,323,TRAILL,2.82,2.94,False,False,False,False,False,False,False,False,True
CMN,102,QUICK,3.06,3.25,False,False,False,False,False,False,False,True,False
CMN,210,O'GORMAN,3.17,3.1,False,False,False,False,False,False,False,True,False
CMN,212,JOHNSON,3.1,3.3,False,False,False,False,False,False,False,True,False
CMN,212,JOHNSON,2.94,3.3,False,False,False,False,False,False,False,True,False
CMN,212,RUGE-JONES,3.1,3.52,False,False,False,False,False,False,False,True,False
CMN,212,RUGE-JONES,2.74,3.52,False,False,False,False,False,False,False,True,False
CMN,213,MACSWAIN,3.66,3.45,False,False,False,False,False,False,False,True,False
CMN,213,MACSWAIN,3.54,3.45,False,False,False,False,False,False,False,True,False
CMN,220,RODRIGUEZ,3.86,3.8,False,False,False,False,False,False,False,True,False
CMN,220,RODRIGUEZ,3.86,3.8,False,False,False,False,False,False,False,True,False
CMN,230,GUNTZVILLER,3.21,3.39,False,False,False,False,False,False,False,True,False
CMN,231,POOLE,3.29,3.42,False,False,False,False,False,False,False,True,False
CMN,232,WILSON,3.44,3.08,False,False,False,False,False,False,False,True,False
CMN,232,WILSON,3.25,3.08,False,False,False,False,False,False,False,True,False
CMN,250,HUFF,3.84,3.87,False,False,False,False,False,False,False,True,False
CMN,260,KELPINSKI,2.71,2.88,False,False,False,False,False,False,False,True,False
CMN,260,LIAO,3.31,3.05,False,False,False,False,False,False,False,True,False
CMN,260,LIAO,2.76,3.05,False,False,False,False,False,False,False,True,False
CMN,277,COLES,3.08,3.36,False,False,False,False,False,False,False,True,False
CMN,321,MURPHY,3.28,2.64,False,False,False,False,False,False,False,True,False
CMN,323,JACOBS,3.29,3.34,False,False,False,False,False,False,False,True,False
CMN,324,GAILEY,3.55,3.66,False,False,False,False,False,False,False,True,False
CMN,336,RAMEY,3.62,3.53,False,False,False,False,False,False,False,True,False
CMN,336,RAMEY,3.8,3.53,False,False,False,False,False,False,False,True,False
CMN,340,BACON,3.45,3.5,False,False,False,False,False,False,False,True,False
CMN,340,BACON,3.31,3.5,False,False,False,False,False,False,False,True,False
CMN,340,TSCHOLL,3.53,3.69,False,False,False,False,False,False,False,True,False
CMN,345,BIGSBY,3.72,3.07,False,False,False,False,False,False,False,True,False
CMN,345,BIGSBY,3.58,3.07,False,False,False,False,False,False,False,True,False
CMN,368,RAMEY,3.66,3.53,False,False,False,False,False,False,False,True,False
CMN,375,GIORGIO,3.83,3.68,False,False,False,False,False,False,False,True,False
CMN,396,BUNCH,2.47,3.21,False,False,False,False,False,False,False,True,False
CMN,396,VAN DUYN,3.11,3.16,False,False,False,False,False,False,False,True,False
CMN,396,WRIGHT-DIXON,2.96,2.9,False,False,False,False,False,False,False,True,False
CMN,396,WRIGHT-DIXON,2.43,2.9,False,False,False,False,False,False,False,True,False
CMN,396,MURPHY,2.6,2.64,False,False,False,False,False,False,False,True,False
CMN,410,BARLEY,3.58,3.39,False,False,False,False,False,False,False,True,False
CMN,412,LAMMERS,3.35,3.33,False,False,False,False,False,False,False,True,False
CMN,424,ALTHAUS,3.82,2.89,False,False,False,False,False,False,False,True,False
CMN,432,HUFF,3.92,3.87,False,False,False,False,False,False,False,True,False
CMN,432,HUFF,3.97,3.87,False,False,False,False,False,False,False,True,False
CMN,435,GUNTZVILLER,3.9,3.39,False,False,False,False,False,False,False,True,False
CMN,437,KNOBLOCH,3.38,3.09,False,False,False,False,False,False,False,True,False
CMN,462,THOMPSON,3.13,3.41,False,False,False,False,False,False,False,True,False
CMN,462,THOMPSON,3.32,3.41,False,False,False,False,False,False,False,True,False
CMN,463,LAMMERS,3.35,3.33,False,False,False,False,False,False,False,True,False
CMN,465,QUICK,3.54,3.25,False,False,False,False,False,False,False,True,False
CMN,496,HSIEH,3.71,3.71,False,False,False,False,False,False,False,True,False
CPSC,113,CHRISTIANSON,3.63,3.59,True,False,False,False,False,False,False,False,False
CPSC,116,BOHN,3.68,3.78,True,False,False,False,False,False,False,False,False
CPSC,117,MARGENOT,3.44,3.19,True,False,False,False,False,False,False,False,False
CPSC,131,RAYBURN,3.35,3.32,True,False,False,False,False,False,False,False,False
CPSC,212,SCHROEDER,2.6,3.18,True,False,False,False,False,False,False,False,False
CPSC,265,LAMBERT,3.77,3.77,True,False,False,False,False,False,False,False,False
CPSC,418,VILLAMIL,3.85,3.69,True,False,False,False,False,False,False,False,False
CPSC,440,LIPKA,3.28,3.42,True,False,False,False,False,False,False,False,False
CS,101,DAVIS,3.64,3.64,False,False,False,True,False,False,False,False,False
CS,105,ZILLES,3.08,3.2,False,False,False,True,False,False,False,False,False
CS,105,ZILLES,3.12,3.2,False,False,False,True,False,False,False,False,False
CS,125,CHALLEN,3.44,3.59,False,False,False,True,False,False,False,False,False
CS,126,WOODLEY,3.54,3.56,False,False,False,True,False,False,False,False,False
CS,173,FLECK,3.27,3.0,False,False,False,True,False,False,False,False,False
CS,173,FLECK,3.27,3.0,False,False,False,True,False,False,False,False,False
CS,173,COSMAN,2.8,3.11,False,False,False,True,False,False,False,False,False
CS,173,COSMAN,3.04,3.11,False,False,False,True,False,False,False,False,False
CS,173,PARTHASARATHY,2.77,3.14,False,False,False,True,False,False,False,False,False
CS,196,CHALLEN,3.88,3.59,False,False,False,True,False,False,False,False,False
CS,199,NOWAK,3.35,3.52,False,False,False,True,False,False,False,False,False
CS,210,CUNNINGHAM,3.74,3.47,False,False,False,True,False,False,False,False,False
CS,225,EVANS,3.32,3.28,False,False,False,True,False,False,False,False,False
CS,233,HERMAN,3.55,3.39,False,False,False,True,False,False,False,False,False
CS,233,HERMAN,3.51,3.39,False,False,False,True,False,False,False,False,False
CS,240,FAGEN-ULMSCHNEI,3.25,3.42,False,False,False,True,False,False,False,False,False
CS,241,ANGRAVE,3.24,3.57,False,False,False,True,False,False,False,False,False
CS,242,WOODLEY,3.34,3.56,False,False,False,True,False,False,False,False,False
CS,296,SOLOMON,3.78,3.64,False,False,False,True,False,False,False,False,False
CS,357,SILVA,3.21,3.46,False,False,False,True,False,False,False,False,False
CS,361,LIU,3.37,3.44,False,False,False,True,False,False,False,False,False
CS,374,CHEKURI,2.62,3.15,False,False,False,True,False,False,False,False,False
CS,374,KANI,2.7,3.35,False,False,False,True,False,False,False,False,False
CS,411,CHANG,3.25,3.32,False,False,False,True,False,False,False,False,False
CS,411,ALAWINI,3.48,3.71,False,False,False,True,False,False,False,False,False
CS,412,HAN,3.61,3.52,False,False,False,True,False,False,False,False,False
CS,412,BANERJEE,3.43,3.53,False,False,False,True,False,False,False,False,False
CS,418,SHAFFER,3.03,3.45,False,False,False,True,False,False,False,False,False
CS,418,SHAFFER,3.31,3.45,False,False,False,True,False,False,False,False,False
CS,419,SHAFFER,3.48,3.45,False,False,False,True,False,False,False,False,False
CS,421,BECKMAN,3.14,3.47,False,False,False,True,False,False,False,False,False
CS,421,BECKMAN,3.49,3.47,False,False,False,True,False,False,False,False,False
CS,423,FAGEN-ULMSCHNEI,3.54,3.42,False,False,False,True,False,False,False,False,False
CS,425,MITTAL,2.96,3.16,False,False,False,True,False,False,False,False,False
CS,433,FLETCHER,3.53,3.64,False,False,False,True,False,False,False,False,False
CS,440,HASEGAWA-JOHNSO,3.52,3.47,False,False,False,True,False,False,False,False,False
CS,445,HOIEM,3.7,3.7,False,False,False,True,False,False,False,False,False
CS,445,HOIEM,3.31,3.7,False,False,False,True,False,False,False,False,False
CS,446,TELGARSKY,3.26,3.57,False,False,False,True,False,False,False,False,False
CS,446,SCHWING,3.39,3.54,False,False,False,True,False,False,False,False,False
CS,450,SOLOMONIK,3.5,3.52,False,False,False,True,False,False,False,False,False
CS,461,BAILEY,3.01,2.91,False,False,False,True,False,False,False,False,False
CS,463,WANG,3.62,3.82,False,False,False,True,False,False,False,False,False
CS,465,BAILEY,3.35,3.45,False,False,False,True,False,False,False,False,False
CS,465,BAILEY,3.39,3.45,False,False,False,True,False,False,False,False,False
CS,466,PENG,3.83,3.77,False,False,False,True,False,False,False,False,False
CS,467,KARAHALIOS,3.88,3.78,False,False,False,True,False,False,False,False,False
CS,473,MEHTA,3.2,3.26,False,False,False,True,False,False,False,False,False
CS,473,MEHTA,3.2,3.26,False,False,False,True,False,False,False,False,False
CS,484,RAUCHWERGER,3.56,3.5,False,False,False,True,False,False,False,False,False
CS,484,RAUCHWERGER,3.85,3.5,False,False,False,True,False,False,False,False,False
CS,498,MORALES AGUIRRE,3.55,3.76,False,False,False,True,False,False,False,False,False
CS,498,MORALES AGUIRRE,3.88,3.76,False,False,False,True,False,False,False,False,False
CS,498,SUNDARAM,3.8,3.69,False,False,False,True,False,False,False,False,False
CS,498,LAZEBNIK,3.71,3.6,False,False,False,True,False,False,False,False,False
CS,498,FARIVAR,3.49,3.72,False,False,False,True,False,False,False,False,False
CS,498,IYER,3.03,3.16,False,False,False,True,False,False,False,False,False
CS,498,HAUSER,3.39,3.39,False,False,False,True,False,False,False,False,False
CS,498,CAESAR,3.67,3.62,False,False,False,True,False,False,False,False,False
CS,498,LI,3.7,3.46,False,False,False,True,False,False,False,False,False
CS,498,SMARAGDIS,3.65,3.67,False,False,False,True,False,False,False,False,False
CS,498,JIANG,3.64,3.59,False,False,False,True,False,False,False,False,False
CS,510,ZHAI,3.76,3.85,False,False,False,True,False,False,False,False,False
CS,512,TONG,3.29,3.4,False,False,False,True,False,False,False,False,False
CS,525,GUPTA,3.61,3.49,False,False,False,True,False,False,False,False,False
CS,525,GUPTA,3.6,3.49,False,False,False,True,False,False,False,False,False
CS,533,TORRELLAS,3.68,3.55,False,False,False,True,False,False,False,False,False
CS,538,GODFREY,3.82,3.57,False,False,False,True,False,False,False,False,False
CS,555,FISCHER,3.92,3.43,False,False,False,True,False,False,False,False,False
CS,574,CHAN,3.63,3.3,False,False,False,True,False,False,False,False,False
CS,598,WANG,3.81,3.6,False,False,False,True,False,False,False,False,False
CS,598,PARK,3.31,3.56,False,False,False,True,False,False,False,False,False
CS,598,SUN,3.79,3.86,False,False,False,True,False,False,False,False,False
CS,598,KOYEJO,3.35,3.48,False,False,False,True,False,False,False,False,False
CS,598,LIANG,3.73,3.7,False,False,False,True,False,False,False,False,False
CS,598,KUMAR,3.97,3.63,False,False,False,True,False,False,False,False,False
CW,100,DUDEK,3.68,3.61,False,False,False,False,False,False,False,False,True
CW,100,BALES,3.6,3.67,False,False,False,False,False,False,False,False,True
CWL,204,CASEY,2.65,3.6,False,False,False,False,False,False,False,False,True
CWL,207,MEHTA,3.89,3.89,False,False,False,False,False,False,False,False,True
CWL,242,CHITWOOD,3.45,3.32,False,False,False,False,False,False,False,False,True
CWL,242,FRANCISCO,3.2,3.38,False,False,False,False,False,False,False,False,True
CWL,242,CHITWOOD,3.2,3.32,False,False,False,False,False,False,False,False,True
DANC,100,SAPOZHNIKOV,3.99,3.93,False,False,False,False,True,False,False,False,False
DANC,100,BECK,3.49,3.75,False,False,False,False,True,False,False,False,False
DANC,100,FORD,3.48,3.48,False,False,False,False,True,False,False,False,False
DANC,100,BECK,3.6,3.75,False,False,False,False,True,False,False,False,False
DANC,100,ANDERSON,3.48,3.67,False,False,False,False,True,False,False,False,False
DANC,100,CLAY,3.39,3.76,False,False,False,False,True,False,False,False,False
EALC,222,CHOW,2.74,2.87,False,False,False,False,False,False,False,False,True
EALC,230,YANG,3.69,3.69,False,False,False,False,False,False,False,False,True
EALC,275,ZHANG,3.67,3.48,False,False,False,False,False,False,False,False,True
EALC,285,SONG,3.58,3.66,False,False,False,False,False,False,False,False,True
ECE,110,CHOI,3.09,3.12,False,False,False,True,False,False,False,False,False
ECE,110,SCHMITZ,3.55,3.32,False,False,False,True,False,False,False,False,False
ECE,110,GILBERT,3.22,2.92,False,False,False,True,False,False,False,False,False
ECE,110,FANG,2.97,2.91,False,False,False,True,False,False,False,False,False
ECE,120,LEVCHENKO,3.32,3.06,False,False,False,True,False,False,False,False,False
ECE,120,BHOWMIK,2.94,3.15,False,False,False,True,False,False,False,False,False
ECE,120,BORISOV,3.36,2.96,False,False,False,True,False,False,False,False,False
ECE,205,RADHAKRISHNAN,3.55,3.55,False,False,False,True,False,False,False,False,False
ECE,206,MURALIDARAN,3.82,3.82,False,False,False,True,False,False,False,False,False
ECE,206,LEE,3.44,3.44,False,False,False,True,False,False,False,False,False
ECE,206,LINK,3.34,3.34,False,False,False,True,False,False,False,False,False
ECE,210,ALVAREZ,2.82,2.74,False,False,False,True,False,False,False,False,False
ECE,210,MIRONENKO,2.62,3.05,False,False,False,True,False,False,False,False,False
ECE,210,HAN,2.51,2.76,False,False,False,True,False,False,False,False,False
ECE,210,SCHUH,2.53,2.98,False,False,False,True,False,False,False,False,False
ECE,220,CHEN,3.46,3.08,False,False,False,True,False,False,False,False,False
ECE,220,CHEN,3.12,3.08,False,False,False,True,False,False,False,False,False
ECE,220,BHOWMIK,2.69,3.15,False,False,False,True,False,False,False,False,False
ECE,220,MITRA,2.88,2.98,False,False,False,True,False,False,False,False,False
ECE,310,MOON,3.12,3.32,False,False,False,True,False,False,False,False,False
ECE,310,KATSELIS,2.91,3.25,False,False,False,True,False,False,False,False,False
ECE,310,SHOMORONY,2.99,3.29,False,False,False,True,False,False,False,False,False
ECE,311,SHANBHAG,3.57,3.17,False,False,False,True,False,False,False,False,False
ECE,311,SHANBHAG,3.85,3.17,False,False,False,True,False,False,False,False,False
ECE,311,SHANBHAG,3.37,3.17,False,False,False,True,False,False,False,False,False
ECE,313,CHITAMBAR,2.96,3.19,False,False,False,True,False,False,False,False,False
ECE,313,CHEN,2.96,2.78,False,False,False,True,False,False,False,False,False
ECE,313,VARSHNEY,3.0,3.34,False,False,False,True,False,False,False,False,False
ECE,314,HAJEK,3.37,3.44,False,False,False,True,False,False,False,False,False
ECE,316,HILLMER,3.75,3.69,False,False,False,True,False,False,False,False,False
ECE,316,HILLMER,3.83,3.69,False,False,False,True,False,False,False,False,False
ECE,317,HE,3.8,2.79,False,False,False,True,False,False,False,False,False
ECE,329,GODDARD,3.02,3.02,False,False,False,True,False,False,False,False,False
ECE,329,SHAO,3.15,2.71,False,False,False,True,False,False,False,False,False
ECE,329,CHEN,2.56,2.96,False,False,False,True,False,False,False,False,False
ECE,330,ZHANG,3.45,3.24,False,False,False,True,False,False,False,False,False
ECE,330,SCHUH,3.21,2.98,False,False,False,True,False,False,False,False,False
ECE,333,STILLWELL,3.38,3.46,False,False,False,True,False,False,False,False,False
ECE,340,VLASOV,2.86,3.15,False,False,False,True,False,False,False,False,False
ECE,340,DALLESASSE,2.52,2.88,False,False,False,True,False,False,False,False,False
ECE,342,GRUEV,3.03,3.6,False,False,False,True,False,False,False,False,False
ECE,365,VEERAVALLI,3.24,3.31,False,False,False,True,False,False,False,False,False
ECE,365,VEERAVALLI,3.61,3.31,False,False,False,True,False,False,False,False,False
ECE,385,CHENG,3.0,3.34,False,False,False,True,False,False,False,False,False
ECE,391,KALBARCZYK,2.76,3.03,False,False,False,True,False,False,False,False,False
ECE,391,LUMETTA,3.56,3.19,False,False,False,True,False,False,False,False,False
ECE,408,KINDRATENKO,2.97,2.97,False,False,False,True,False,False,False,False,False
ECE,411,KIM,2.93,3.22,False,False,False,True,False,False,False,False,False
ECE,416,CUNNINGHAM,3.5,3.44,False,False,False,True,False,False,False,False,False
ECE,418,MOULIN,3.75,3.59,False,False,False,True,False,False,False,False,False
ECE,420,MOON,3.61,3.32,False,False,False,True,False,False,False,False,False
ECE,425,AGGARWAL,3.33,3.32,False,False,False,True,False,False,False,False,False
ECE,434,ROY CHOUDHURY,3.46,3.52,False,False,False,True,False,False,False,False,False
ECE,439,AL-HASSANIEH,3.59,3.26,False,False,False,True,False,False,False,False,False
ECE,445,FLIFLET,3.04,3.11,False,False,False,True,False,False,False,False,False
ECE,470,KIM,3.42,3.5,False,False,False,True,False,False,False,False,False
ECE,481,LYDING,3.7,3.55,False,False,False,True,False,False,False,False,False
ECE,483,HANUMOLU,3.46,3.39,False,False,False,True,False,False,False,False,False
ECE,484,DRIGGS-CAMPBELL,3.92,3.71,False,False,False,True,False,False,False,False,False
ECE,486,HU,3.31,3.47,False,False,False,True,False,False,False,False,False
ECE,490,BOSE,3.74,3.06,False,False,False,True,False,False,False,False,False
ECE,498,IYER,3.36,3.16,False,False,False,True,False,False,False,False,False
ECE,498,CHEN,3.08,3.33,False,False,False,True,False,False,False,False,False
ECE,515,MEHTA,3.97,3.5,False,False,False,True,False,False,False,False,False
ECE,534,KATSELIS,3.86,3.25,False,False,False,True,False,False,False,False,False
ECE,543,RAGINSKY,3.93,3.69,False,False,False,True,False,False,False,False,False
ECE,549,GUPTA,3.54,3.61,False,False,False,True,False,False,False,False,False
ECE,598,VISWANATH,3.93,3.18,False,False,False,True,False,False,False,False,False
ECON,102,MOLINA GONZALEZ,3.53,2.85,False,False,False,False,False,True,False,False,False
ECON,102,GILLIS,3.69,3.54,False,False,False,False,False,True,False,False,False
ECON,102,VELENTZAS,3.56,3.24,False,False,False,False,False,True,False,False,False
ECON,102,MOCKUS,3.51,3.25,False,False,False,False,False,True,False,False,False
ECON,102,SHAAT,3.49,3.62,False,False,False,False,False,True,False,False,False
ECON,102,YU,3.42,3.02,False,False,False,False,False,True,False,False,False
ECON,102,CHEN,3.5,3.52,False,False,False,False,False,True,False,False,False
ECON,102,CHEN,3.51,3.52,False,False,False,False,False,True,False,False,False
ECON,102,CONSTANTINOU,3.5,3.34,False,False,False,False,False,True,False,False,False
ECON,102,BAO,3.67,3.3,False,False,False,False,False,True,False,False,False
ECON,102,DEE,3.55,3.41,False,False,False,False,False,True,False,False,False
ECON,102,HARDIMAN,3.56,3.31,False,False,False,False,False,True,False,False,False
ECON,103,LIU,3.22,3.45,False,False,False,False,False,True,False,False,False
ECON,103,VIOLARIS,3.11,3.4,False,False,False,False,False,True,False,False,False
ECON,103,VIOLARIS,3.66,3.4,False,False,False,False,False,True,False,False,False
ECON,103,VIOLARIS,3.47,3.4,False,False,False,False,False,True,False,False,False
ECON,103,VIOLARIS,3.55,3.4,False,False,False,False,False,True,False,False,False
ECON,103,SUN,3.63,3.64,False,False,False,False,False,True,False,False,False
ECON,103,ADOHINZIN,3.64,3.47,False,False,False,False,False,True,False,False,False
ECON,103,MORAIS SANTOS,3.44,3.4,False,False,False,False,False,True,False,False,False
ECON,103,MORAIS SANTOS,2.96,3.4,False,False,False,False,False,True,False,False,False
ECON,103,YEDOMIFFI,3.65,3.41,False,False,False,False,False,True,False,False,False
ECON,103,YEDOMIFFI,3.57,3.41,False,False,False,False,False,True,False,False,False
ECON,103,YEDOMIFFI,3.6,3.41,False,False,False,False,False,True,False,False,False
ECON,103,YEDOMIFFI,3.5,3.41,False,False,False,False,False,True,False,False,False
ECON,103,YANG,3.58,3.03,False,False,False,False,False,True,False,False,False
ECON,103,YANG,3.59,3.03,False,False,False,False,False,True,False,False,False
ECON,103,YANG,3.11,3.03,False,False,False,False,False,True,False,False,False
ECON,103,LIU,3.5,3.45,False,False,False,False,False,True,False,False,False
ECON,103,LIU,3.71,3.45,False,False,False,False,False,True,False,False,False
ECON,103,ARVIND,3.8,3.68,False,False,False,False,False,True,False,False,False
ECON,103,ARVIND,3.29,3.68,False,False,False,False,False,True,False,False,False
ECON,103,DING,3.52,3.03,False,False,False,False,False,True,False,False,False
ECON,103,DING,3.3,3.03,False,False,False,False,False,True,False,False,False
ECON,103,SUN,3.42,3.64,False,False,False,False,False,True,False,False,False
ECON,103,SUN,3.53,3.64,False,False,False,False,False,True,False,False,False
ECON,103,SUN,3.57,3.64,False,False,False,False,False,True,False,False,False
ECON,103,YANG,3.62,3.03,False,False,False,False,False,True,False,False,False
ECON,103,ARVIND,3.51,3.68,False,False,False,False,False,True,False,False,False
ECON,103,ARVIND,3.4,3.68,False,False,False,False,False,True,False,False,False
ECON,103,RODRIGUES SILVA,3.18,3.35,False,False,False,False,False,True,False,False,False
ECON,103,PARENTE,3.82,3.63,False,False,False,False,False,True,False,False,False
ECON,202,YANG,2.48,2.78,False,False,False,False,False,True,False,False,False
ECON,202,BHARDWAJ,2.92,3.33,False,False,False,False,False,True,False,False,False
ECON,202,KIM,2.53,2.84,False,False,False,False,False,True,False,False,False
ECON,202,STOCKER,2.51,2.87,False,False,False,False,False,True,False,False,False
ECON,203,SHAO,3.21,2.76,False,False,False,False,False,True,False,False,False
ECON,203,SHAO,2.94,2.76,False,False,False,False,False,True,False,False,False
ECON,203,GHOSH,2.72,2.54,False,False,False,False,False,True,False,False,False
